map_id,trip durations,trip lengths,runtime
instances\experiment\map3_14_262.txt,999999,999999,999999
instances\experiment\map3_14_263.txt,518,381,0.0166047
instances\experiment\map3_14_264.txt,490,399,0.0190671
instances\experiment\map3_14_265.txt,999999,999999,999999
instances\experiment\map3_14_266.txt,999999,999999,999999
instances\experiment\map3_14_267.txt,434,372,0.0205355
instances\experiment\map3_14_268.txt,999999,999999,999999
instances\experiment\map3_14_269.txt,1022,479,0.0289208
instances\experiment\map3_14_27.txt,518,386,0.017901
instances\experiment\map3_14_270.txt,476,388,0.0214549
instances\experiment\map3_14_271.txt,434,379,0.0173555
instances\experiment\map3_14_272.txt,999999,999999,999999
instances\experiment\map3_14_273.txt,518,387,0.0211736
instances\experiment\map3_14_274.txt,999999,999999,999999
instances\experiment\map3_14_275.txt,999999,999999,999999
instances\experiment\map3_14_276.txt,462,373,0.0160139
instances\experiment\map3_14_277.txt,448,390,0.0142737
instances\experiment\map3_14_278.txt,840,446,0.0238563
instances\experiment\map3_14_279.txt,420,369,0.01581
instances\experiment\map3_14_28.txt,756,429,0.0194128
instances\experiment\map3_14_280.txt,448,376,0.0172803
instances\experiment\map3_14_281.txt,1960,584,0.0353958
instances\experiment\map3_14_282.txt,462,387,0.0177748
instances\experiment\map3_14_283.txt,616,454,0.0206674
instances\experiment\map3_14_284.txt,560,409,0.0201803
instances\experiment\map3_14_285.txt,686,438,0.0221244
instances\experiment\map3_14_286.txt,999999,999999,999999
instances\experiment\map3_14_287.txt,672,418,0.0288303
instances\experiment\map3_14_288.txt,546,415,0.0181007
instances\experiment\map3_14_289.txt,999999,999999,999999
instances\experiment\map3_14_29.txt,999999,999999,999999
instances\experiment\map3_14_290.txt,999999,999999,999999
instances\experiment\map3_14_291.txt,504,382,0.0170501
instances\experiment\map3_14_292.txt,546,423,0.0372617
instances\experiment\map3_14_293.txt,560,419,0.020284
instances\experiment\map3_14_294.txt,504,395,0.0497147
instances\experiment\map3_14_295.txt,546,406,0.0205873
instances\experiment\map3_14_296.txt,504,385,0.0467916
instances\experiment\map3_14_297.txt,1022,535,0.0279749
instances\experiment\map3_14_298.txt,504,399,0.0157114
instances\experiment\map3_14_299.txt,546,384,0.0193713
instances\experiment\map3_14_3.txt,434,385,0.0182615
instances\experiment\map3_14_30.txt,999999,999999,999999
instances\experiment\map3_14_300.txt,490,382,0.0257638
instances\experiment\map3_14_301.txt,574,394,0.0216517
instances\experiment\map3_14_302.txt,999999,999999,999999
instances\experiment\map3_14_303.txt,644,423,0.0359881
instances\experiment\map3_14_304.txt,546,412,0.0329266
instances\experiment\map3_14_305.txt,532,389,0.0324251
instances\experiment\map3_14_306.txt,588,418,0.019962
instances\experiment\map3_14_307.txt,999999,999999,999999
instances\experiment\map3_14_308.txt,434,377,0.0150025
instances\experiment\map3_14_309.txt,504,386,0.0149253
instances\experiment\map3_14_31.txt,999999,999999,999999
instances\experiment\map3_14_310.txt,504,393,0.0216732
instances\experiment\map3_14_311.txt,1176,496,0.0234648
instances\experiment\map3_14_312.txt,560,423,0.0299474
instances\experiment\map3_14_313.txt,602,419,0.0231296
instances\experiment\map3_14_314.txt,1134,488,0.0241629
instances\experiment\map3_14_315.txt,434,380,0.0145513
instances\experiment\map3_14_316.txt,546,391,0.0195669
instances\experiment\map3_14_317.txt,518,386,0.0206935
instances\experiment\map3_14_318.txt,546,378,0.0253892
instances\experiment\map3_14_319.txt,476,379,0.0193616
instances\experiment\map3_14_32.txt,999999,999999,999999
instances\experiment\map3_14_320.txt,999999,999999,999999
instances\experiment\map3_14_321.txt,672,415,0.0221372
instances\experiment\map3_14_322.txt,644,397,0.0389079
instances\experiment\map3_14_323.txt,999999,999999,999999
instances\experiment\map3_14_324.txt,1582,535,0.0355794
instances\experiment\map3_14_325.txt,938,446,0.0262808
instances\experiment\map3_14_326.txt,476,385,0.0192146
instances\experiment\map3_14_327.txt,999999,999999,999999
instances\experiment\map3_14_328.txt,999999,999999,999999
instances\experiment\map3_14_329.txt,616,415,0.0223439
instances\experiment\map3_14_33.txt,999999,999999,999999
instances\experiment\map3_14_330.txt,999999,999999,999999
instances\experiment\map3_14_331.txt,462,376,0.0180117
instances\experiment\map3_14_332.txt,1876,714,0.0390695
instances\experiment\map3_14_333.txt,532,406,0.019397
instances\experiment\map3_14_334.txt,504,399,0.0214664
instances\experiment\map3_14_335.txt,574,387,0.0259905
instances\experiment\map3_14_336.txt,490,405,0.0213435
instances\experiment\map3_14_337.txt,999999,999999,999999
instances\experiment\map3_14_338.txt,490,389,0.020919
instances\experiment\map3_14_339.txt,574,402,0.027599
instances\experiment\map3_14_34.txt,999999,999999,999999
instances\experiment\map3_14_340.txt,476,388,0.0210375
instances\experiment\map3_14_341.txt,546,395,0.0189435
instances\experiment\map3_14_342.txt,532,404,0.023996
instances\experiment\map3_14_343.txt,999999,999999,999999
instances\experiment\map3_14_344.txt,574,395,0.0321007
instances\experiment\map3_14_345.txt,476,386,0.0283912
instances\experiment\map3_14_346.txt,504,379,0.0250216
instances\experiment\map3_14_347.txt,999999,999999,999999
instances\experiment\map3_14_348.txt,999999,999999,999999
instances\experiment\map3_14_349.txt,999999,999999,999999
instances\experiment\map3_14_35.txt,476,396,0.0180904
instances\experiment\map3_14_36.txt,999999,999999,999999
instances\experiment\map3_14_37.txt,476,388,0.0166922
instances\experiment\map3_14_38.txt,924,488,0.0266665
instances\experiment\map3_14_39.txt,868,435,0.0246229
instances\experiment\map3_14_4.txt,658,402,0.0298633
instances\experiment\map3_14_40.txt,1302,473,0.033681
instances\experiment\map3_14_41.txt,504,377,0.0276421
instances\experiment\map3_14_42.txt,476,376,0.0171357
instances\experiment\map3_14_43.txt,999999,999999,999999
instances\experiment\map3_14_44.txt,999999,999999,999999
instances\experiment\map3_14_45.txt,546,409,0.0197189
instances\experiment\map3_14_46.txt,999999,999999,999999
instances\experiment\map3_14_47.txt,490,374,0.0173267
instances\experiment\map3_14_48.txt,504,399,0.0180158
instances\experiment\map3_14_49.txt,999999,999999,999999
instances\experiment\map3_14_5.txt,840,453,0.0187691
instances\experiment\map3_14_50.txt,574,409,0.0201646
instances\experiment\map3_14_51.txt,999999,999999,999999
instances\experiment\map3_14_52.txt,532,395,0.0216042
instances\experiment\map3_14_53.txt,490,368,0.0196499
instances\experiment\map3_14_54.txt,462,387,0.0184373
instances\experiment\map3_14_55.txt,518,391,0.0229199
instances\experiment\map3_14_56.txt,686,413,0.0182995
instances\experiment\map3_14_57.txt,476,371,0.0298442
instances\experiment\map3_14_58.txt,999999,999999,999999
instances\experiment\map3_14_59.txt,658,439,0.0237027
instances\experiment\map3_14_6.txt,546,404,0.0243643
instances\experiment\map3_14_60.txt,434,373,0.0166369
instances\experiment\map3_14_61.txt,630,403,0.0241421
instances\experiment\map3_14_62.txt,999999,999999,999999
instances\experiment\map3_14_63.txt,434,381,0.0161003
instances\experiment\map3_14_64.txt,1414,539,0.0274957
instances\experiment\map3_14_65.txt,490,394,0.0178012
instances\experiment\map3_14_66.txt,686,435,0.0239854
instances\experiment\map3_14_67.txt,518,391,0.0178418
instances\experiment\map3_14_68.txt,504,393,0.0177489
instances\experiment\map3_14_69.txt,999999,999999,999999
instances\experiment\map3_14_7.txt,490,395,0.0165778
instances\experiment\map3_14_70.txt,999999,999999,999999
instances\experiment\map3_14_71.txt,476,391,0.0149378
instances\experiment\map3_14_72.txt,490,378,0.0186044
instances\experiment\map3_14_73.txt,518,392,0.0173803
instances\experiment\map3_14_74.txt,448,372,0.017057
instances\experiment\map3_14_75.txt,504,404,0.0181419
instances\experiment\map3_14_76.txt,518,381,0.0264529
instances\experiment\map3_14_77.txt,434,385,0.0263324
instances\experiment\map3_14_78.txt,476,382,0.0331982
instances\experiment\map3_14_79.txt,574,423,0.0231454
instances\experiment\map3_14_8.txt,588,410,0.0252775
instances\experiment\map3_14_80.txt,476,379,0.0233001
instances\experiment\map3_14_81.txt,462,379,0.0318679
instances\experiment\map3_14_82.txt,999999,999999,999999
instances\experiment\map3_14_83.txt,999999,999999,999999
instances\experiment\map3_14_84.txt,686,407,0.0260707
instances\experiment\map3_14_85.txt,490,393,0.0277788
instances\experiment\map3_14_86.txt,476,387,0.0216767
instances\experiment\map3_14_87.txt,574,407,0.0260039
instances\experiment\map3_14_88.txt,2408,615,0.0456172
instances\experiment\map3_14_89.txt,490,384,0.0204118
instances\experiment\map3_14_9.txt,630,411,0.0294644
instances\experiment\map3_14_90.txt,532,397,0.0324839
instances\experiment\map3_14_91.txt,532,394,0.0224516
instances\experiment\map3_14_92.txt,532,387,0.0230731
instances\experiment\map3_14_93.txt,714,474,0.0289193
instances\experiment\map3_14_94.txt,462,381,0.0232768
instances\experiment\map3_14_95.txt,1120,508,0.035145
instances\experiment\map3_14_96.txt,476,404,0.0237228
instances\experiment\map3_14_97.txt,560,391,0.0224999
instances\experiment\map3_14_98.txt,574,383,0.0190781
instances\experiment\map3_14_99.txt,504,408,0.0275235
instances\experiment\map3_18_0.txt,999999,999999,999999
instances\experiment\map3_18_1.txt,999999,999999,999999
instances\experiment\map3_18_10.txt,999999,999999,999999
instances\experiment\map3_18_100.txt,720,552,0.0318146
instances\experiment\map3_18_101.txt,999999,999999,999999
instances\experiment\map3_18_102.txt,999999,999999,999999
instances\experiment\map3_18_103.txt,999999,999999,999999
instances\experiment\map3_18_104.txt,666,494,0.0317011
instances\experiment\map3_18_105.txt,999999,999999,999999
instances\experiment\map3_18_106.txt,999999,999999,999999
instances\experiment\map3_18_107.txt,999999,999999,999999
instances\experiment\map3_18_108.txt,999999,999999,999999
instances\experiment\map3_18_109.txt,999999,999999,999999
instances\experiment\map3_18_11.txt,999999,999999,999999
instances\experiment\map3_18_110.txt,999999,999999,999999
instances\experiment\map3_18_111.txt,999999,999999,999999
instances\experiment\map3_18_112.txt,2034,728,0.0592197
instances\experiment\map3_18_113.txt,999999,999999,999999
instances\experiment\map3_18_114.txt,999999,999999,999999
instances\experiment\map3_18_115.txt,999999,999999,999999
instances\experiment\map3_18_116.txt,999999,999999,999999
instances\experiment\map3_18_117.txt,999999,999999,999999
instances\experiment\map3_18_118.txt,630,506,0.0326421
instances\experiment\map3_18_119.txt,846,586,0.0302299
instances\experiment\map3_18_12.txt,999999,999999,999999
instances\experiment\map3_18_120.txt,999999,999999,999999
instances\experiment\map3_18_121.txt,999999,999999,999999
instances\experiment\map3_18_122.txt,999999,999999,999999
instances\experiment\map3_18_123.txt,999999,999999,999999
instances\experiment\map3_18_124.txt,999999,999999,999999
instances\experiment\map3_18_125.txt,702,512,0.0399251
instances\experiment\map3_18_126.txt,792,532,0.0311106
instances\experiment\map3_18_127.txt,999999,999999,999999
instances\experiment\map3_18_128.txt,999999,999999,999999
instances\experiment\map3_18_129.txt,999999,999999,999999
instances\experiment\map3_18_13.txt,999999,999999,999999
instances\experiment\map3_18_130.txt,999999,999999,999999
instances\experiment\map3_18_131.txt,999999,999999,999999
instances\experiment\map3_18_132.txt,999999,999999,999999
instances\experiment\map3_18_133.txt,999999,999999,999999
instances\experiment\map3_18_134.txt,999999,999999,999999
instances\experiment\map3_18_135.txt,702,504,0.0353951
instances\experiment\map3_18_136.txt,999999,999999,999999
instances\experiment\map3_18_137.txt,720,546,0.0340429
instances\experiment\map3_18_138.txt,999999,999999,999999
instances\experiment\map3_18_139.txt,999999,999999,999999
instances\experiment\map3_18_14.txt,999999,999999,999999
instances\experiment\map3_18_140.txt,792,536,0.0335739
instances\experiment\map3_18_141.txt,756,532,0.038866
instances\experiment\map3_18_142.txt,999999,999999,999999
instances\experiment\map3_18_143.txt,999999,999999,999999
instances\experiment\map3_18_144.txt,999999,999999,999999
instances\experiment\map3_18_145.txt,999999,999999,999999
instances\experiment\map3_18_146.txt,999999,999999,999999
instances\experiment\map3_18_147.txt,999999,999999,999999
instances\experiment\map3_18_148.txt,999999,999999,999999
instances\experiment\map3_18_149.txt,999999,999999,999999
instances\experiment\map3_18_15.txt,738,520,0.0333938
instances\experiment\map3_18_150.txt,999999,999999,999999
instances\experiment\map3_18_151.txt,999999,999999,999999
instances\experiment\map3_18_152.txt,999999,999999,999999
instances\experiment\map3_18_153.txt,999999,999999,999999
instances\experiment\map3_18_154.txt,999999,999999,999999
instances\experiment\map3_18_155.txt,999999,999999,999999
instances\experiment\map3_18_156.txt,666,498,0.0746742
instances\experiment\map3_18_157.txt,999999,999999,999999
instances\experiment\map3_18_158.txt,999999,999999,999999
instances\experiment\map3_18_159.txt,999999,999999,999999
instances\experiment\map3_18_16.txt,648,514,0.031573
instances\experiment\map3_18_160.txt,999999,999999,999999
instances\experiment\map3_18_161.txt,999999,999999,999999
instances\experiment\map3_18_162.txt,999999,999999,999999
instances\experiment\map3_18_163.txt,999999,999999,999999
instances\experiment\map3_18_164.txt,810,532,0.0370125
instances\experiment\map3_18_165.txt,999999,999999,999999
instances\experiment\map3_18_166.txt,999999,999999,999999
instances\experiment\map3_18_167.txt,990,554,0.0334698
instances\experiment\map3_18_168.txt,999999,999999,999999
instances\experiment\map3_18_169.txt,900,564,0.0421599
instances\experiment\map3_18_17.txt,720,528,0.0357039
instances\experiment\map3_18_170.txt,999999,999999,999999
instances\experiment\map3_18_171.txt,738,534,0.0468702
instances\experiment\map3_18_172.txt,999999,999999,999999
instances\experiment\map3_18_173.txt,999999,999999,999999
instances\experiment\map3_18_174.txt,1026,610,0.0386065
instances\experiment\map3_18_175.txt,999999,999999,999999
instances\experiment\map3_18_176.txt,684,514,0.0425689
instances\experiment\map3_18_177.txt,999999,999999,999999
instances\experiment\map3_18_178.txt,828,540,0.0293429
instances\experiment\map3_18_179.txt,999999,999999,999999
instances\experiment\map3_18_18.txt,999999,999999,999999
instances\experiment\map3_18_180.txt,999999,999999,999999
instances\experiment\map3_18_181.txt,999999,999999,999999
instances\experiment\map3_18_182.txt,999999,999999,999999
instances\experiment\map3_18_183.txt,999999,999999,999999
instances\experiment\map3_18_184.txt,1152,582,0.0683867
instances\experiment\map3_18_185.txt,999999,999999,999999
instances\experiment\map3_18_186.txt,999999,999999,999999
instances\experiment\map3_18_187.txt,999999,999999,999999
instances\experiment\map3_18_188.txt,999999,999999,999999
instances\experiment\map3_18_189.txt,999999,999999,999999
instances\experiment\map3_18_19.txt,999999,999999,999999
instances\experiment\map3_18_190.txt,999999,999999,999999
instances\experiment\map3_18_191.txt,999999,999999,999999
instances\experiment\map3_18_192.txt,999999,999999,999999
instances\experiment\map3_18_193.txt,999999,999999,999999
instances\experiment\map3_18_194.txt,999999,999999,999999
instances\experiment\map3_18_195.txt,846,552,0.0479343
instances\experiment\map3_18_196.txt,630,506,0.0305045
instances\experiment\map3_18_197.txt,999999,999999,999999
instances\experiment\map3_18_198.txt,999999,999999,999999
instances\experiment\map3_18_199.txt,999999,999999,999999
instances\experiment\map3_18_2.txt,999999,999999,999999
instances\experiment\map3_18_20.txt,999999,999999,999999
instances\experiment\map3_18_200.txt,999999,999999,999999
instances\experiment\map3_18_201.txt,999999,999999,999999
instances\experiment\map3_18_202.txt,999999,999999,999999
instances\experiment\map3_18_203.txt,999999,999999,999999
instances\experiment\map3_18_204.txt,999999,999999,999999
instances\experiment\map3_18_205.txt,999999,999999,999999
instances\experiment\map3_18_206.txt,999999,999999,999999
instances\experiment\map3_18_207.txt,756,534,0.0322374
instances\experiment\map3_18_208.txt,648,514,0.0324471
instances\experiment\map3_18_209.txt,999999,999999,999999
instances\experiment\map3_18_21.txt,999999,999999,999999
instances\experiment\map3_18_210.txt,702,534,0.0302537
instances\experiment\map3_18_211.txt,684,518,0.0329373
instances\experiment\map3_18_212.txt,999999,999999,999999
instances\experiment\map3_18_213.txt,999999,999999,999999
instances\experiment\map3_18_214.txt,999999,999999,999999
instances\experiment\map3_18_215.txt,999999,999999,999999
instances\experiment\map3_18_216.txt,999999,999999,999999
instances\experiment\map3_18_217.txt,999999,999999,999999
instances\experiment\map3_18_218.txt,774,522,0.0270348
instances\experiment\map3_18_219.txt,999999,999999,999999
instances\experiment\map3_18_22.txt,999999,999999,999999
instances\experiment\map3_18_220.txt,1206,616,0.0400934
instances\experiment\map3_18_221.txt,999999,999999,999999
instances\experiment\map3_18_222.txt,999999,999999,999999
instances\experiment\map3_18_223.txt,999999,999999,999999
instances\experiment\map3_18_224.txt,738,564,0.0306419
instances\experiment\map3_18_225.txt,999999,999999,999999
instances\experiment\map3_18_226.txt,999999,999999,999999
instances\experiment\map3_18_227.txt,999999,999999,999999
instances\experiment\map3_18_228.txt,999999,999999,999999
instances\experiment\map3_18_229.txt,999999,999999,999999
instances\experiment\map3_18_23.txt,999999,999999,999999
instances\experiment\map3_18_230.txt,999999,999999,999999
instances\experiment\map3_18_231.txt,999999,999999,999999
instances\experiment\map3_18_232.txt,999999,999999,999999
instances\experiment\map3_18_233.txt,612,508,0.0303092
instances\experiment\map3_18_234.txt,999999,999999,999999
instances\experiment\map3_18_235.txt,756,560,0.0384283
instances\experiment\map3_18_236.txt,999999,999999,999999
instances\experiment\map3_18_237.txt,972,570,0.0422829
instances\experiment\map3_18_238.txt,1080,574,0.0378765
instances\experiment\map3_18_239.txt,684,514,0.0386198
instances\experiment\map3_18_24.txt,999999,999999,999999
instances\experiment\map3_18_240.txt,792,516,0.0472837
instances\experiment\map3_18_241.txt,999999,999999,999999
instances\experiment\map3_18_242.txt,999999,999999,999999
instances\experiment\map3_18_243.txt,999999,999999,999999
instances\experiment\map3_18_244.txt,999999,999999,999999
instances\experiment\map3_18_245.txt,666,504,0.0345038
instances\experiment\map3_18_246.txt,999999,999999,999999
instances\experiment\map3_18_247.txt,999999,999999,999999
instances\experiment\map3_18_248.txt,999999,999999,999999
instances\experiment\map3_18_249.txt,630,500,0.0295434
instances\experiment\map3_18_25.txt,999999,999999,999999
instances\experiment\map3_18_250.txt,999999,999999,999999
instances\experiment\map3_18_251.txt,999999,999999,999999
instances\experiment\map3_18_252.txt,999999,999999,999999
instances\experiment\map3_18_253.txt,999999,999999,999999
instances\experiment\map3_18_254.txt,999999,999999,999999
instances\experiment\map3_18_255.txt,828,564,0.0351153
instances\experiment\map3_18_256.txt,756,514,0.0336292
instances\experiment\map3_18_257.txt,999999,999999,999999
instances\experiment\map3_18_258.txt,792,546,0.0354324
instances\experiment\map3_18_259.txt,738,540,0.0300308
instances\experiment\map3_18_26.txt,702,500,0.0266892
instances\experiment\map3_18_260.txt,999999,999999,999999
instances\experiment\map3_18_261.txt,999999,999999,999999
instances\experiment\map3_18_262.txt,999999,999999,999999
instances\experiment\map3_18_263.txt,648,504,0.0331523
instances\experiment\map3_18_264.txt,999999,999999,999999
instances\experiment\map3_18_265.txt,999999,999999,999999
instances\experiment\map3_18_266.txt,999999,999999,999999
instances\experiment\map3_18_267.txt,999999,999999,999999
instances\experiment\map3_18_268.txt,1152,626,0.039702
instances\experiment\map3_18_269.txt,999999,999999,999999
instances\experiment\map3_18_27.txt,999999,999999,999999
instances\experiment\map3_18_270.txt,846,558,0.0511954
instances\experiment\map3_18_271.txt,999999,999999,999999
instances\experiment\map3_18_272.txt,999999,999999,999999
instances\experiment\map3_18_273.txt,1422,678,0.0476094
instances\experiment\map3_18_274.txt,999999,999999,999999
instances\experiment\map3_18_275.txt,999999,999999,999999
instances\experiment\map3_18_276.txt,999999,999999,999999
instances\experiment\map3_18_277.txt,999999,999999,999999
instances\experiment\map3_18_278.txt,999999,999999,999999
instances\experiment\map3_18_279.txt,999999,999999,999999
instances\experiment\map3_18_28.txt,999999,999999,999999
instances\experiment\map3_18_280.txt,999999,999999,999999
instances\experiment\map3_18_281.txt,999999,999999,999999
instances\experiment\map3_18_282.txt,702,522,0.0289215
instances\experiment\map3_18_283.txt,999999,999999,999999
instances\experiment\map3_18_284.txt,756,514,0.035716
instances\experiment\map3_18_285.txt,999999,999999,999999
instances\experiment\map3_18_286.txt,999999,999999,999999
instances\experiment\map3_18_287.txt,999999,999999,999999
instances\experiment\map3_18_288.txt,999999,999999,999999
instances\experiment\map3_18_289.txt,999999,999999,999999
instances\experiment\map3_18_29.txt,999999,999999,999999
instances\experiment\map3_18_290.txt,999999,999999,999999
instances\experiment\map3_18_291.txt,666,506,0.0458337
instances\experiment\map3_18_292.txt,738,562,0.0367742
instances\experiment\map3_18_293.txt,999999,999999,999999
instances\experiment\map3_18_294.txt,999999,999999,999999
instances\experiment\map3_18_295.txt,999999,999999,999999
instances\experiment\map3_18_296.txt,999999,999999,999999
instances\experiment\map3_18_297.txt,999999,999999,999999
instances\experiment\map3_18_298.txt,1350,612,0.0441122
instances\experiment\map3_18_299.txt,999999,999999,999999
instances\experiment\map3_18_3.txt,999999,999999,999999
instances\experiment\map3_18_30.txt,999999,999999,999999
instances\experiment\map3_18_300.txt,999999,999999,999999
instances\experiment\map3_18_301.txt,1170,632,0.044386
instances\experiment\map3_18_302.txt,684,508,0.0467992
instances\experiment\map3_18_303.txt,999999,999999,999999
instances\experiment\map3_18_304.txt,999999,999999,999999
instances\experiment\map3_18_305.txt,999999,999999,999999
instances\experiment\map3_18_306.txt,1008,616,0.0376898
instances\experiment\map3_18_307.txt,999999,999999,999999
instances\experiment\map3_18_308.txt,999999,999999,999999
instances\experiment\map3_18_309.txt,999999,999999,999999
instances\experiment\map3_18_31.txt,999999,999999,999999
instances\experiment\map3_18_310.txt,999999,999999,999999
instances\experiment\map3_18_311.txt,999999,999999,999999
instances\experiment\map3_18_312.txt,999999,999999,999999
instances\experiment\map3_18_313.txt,999999,999999,999999
instances\experiment\map3_18_314.txt,999999,999999,999999
instances\experiment\map3_18_315.txt,999999,999999,999999
instances\experiment\map3_18_316.txt,999999,999999,999999
instances\experiment\map3_18_317.txt,999999,999999,999999
instances\experiment\map3_18_318.txt,999999,999999,999999
instances\experiment\map3_18_319.txt,738,536,0.0343132
instances\experiment\map3_18_32.txt,999999,999999,999999
instances\experiment\map3_18_320.txt,999999,999999,999999
instances\experiment\map3_18_321.txt,612,494,0.0593979
instances\experiment\map3_18_322.txt,999999,999999,999999
instances\experiment\map3_18_323.txt,999999,999999,999999
instances\experiment\map3_18_324.txt,999999,999999,999999
instances\experiment\map3_18_325.txt,999999,999999,999999
instances\experiment\map3_18_326.txt,720,526,0.0270629
instances\experiment\map3_18_327.txt,999999,999999,999999
instances\experiment\map3_18_328.txt,999999,999999,999999
instances\experiment\map3_18_329.txt,999999,999999,999999
instances\experiment\map3_18_33.txt,999999,999999,999999
instances\experiment\map3_18_330.txt,999999,999999,999999
instances\experiment\map3_18_331.txt,738,552,0.077498
instances\experiment\map3_18_332.txt,999999,999999,999999
instances\experiment\map3_18_333.txt,999999,999999,999999
instances\experiment\map3_18_334.txt,846,550,0.0914493
instances\experiment\map3_18_335.txt,999999,999999,999999
instances\experiment\map3_18_336.txt,999999,999999,999999
instances\experiment\map3_18_337.txt,999999,999999,999999
instances\experiment\map3_18_338.txt,999999,999999,999999
instances\experiment\map3_18_339.txt,999999,999999,999999
instances\experiment\map3_18_34.txt,999999,999999,999999
instances\experiment\map3_18_340.txt,999999,999999,999999
instances\experiment\map3_18_341.txt,999999,999999,999999
instances\experiment\map3_18_342.txt,792,540,0.0308192
instances\experiment\map3_18_343.txt,999999,999999,999999
instances\experiment\map3_18_344.txt,999999,999999,999999
instances\experiment\map3_18_345.txt,999999,999999,999999
instances\experiment\map3_18_346.txt,999999,999999,999999
instances\experiment\map3_18_347.txt,900,666,0.0347038
instances\experiment\map3_18_348.txt,999999,999999,999999
instances\experiment\map3_18_349.txt,999999,999999,999999
instances\experiment\map3_18_35.txt,999999,999999,999999
instances\experiment\map3_18_36.txt,999999,999999,999999
instances\experiment\map3_18_37.txt,882,636,0.0321678
instances\experiment\map3_18_38.txt,999999,999999,999999
instances\experiment\map3_18_39.txt,999999,999999,999999
instances\experiment\map3_18_4.txt,999999,999999,999999
instances\experiment\map3_18_40.txt,846,540,0.0381821
instances\experiment\map3_18_41.txt,999999,999999,999999
instances\experiment\map3_18_42.txt,999999,999999,999999
instances\experiment\map3_18_43.txt,999999,999999,999999
instances\experiment\map3_18_44.txt,999999,999999,999999
instances\experiment\map3_18_45.txt,999999,999999,999999
instances\experiment\map3_18_46.txt,999999,999999,999999
instances\experiment\map3_18_47.txt,999999,999999,999999
instances\experiment\map3_18_48.txt,999999,999999,999999
instances\experiment\map3_18_49.txt,999999,999999,999999
instances\experiment\map3_18_5.txt,630,518,0.0259486
instances\experiment\map3_18_50.txt,666,502,0.0293177
instances\experiment\map3_18_51.txt,702,512,0.0294264
instances\experiment\map3_18_52.txt,999999,999999,999999
instances\experiment\map3_18_53.txt,666,518,0.0324102
instances\experiment\map3_18_54.txt,999999,999999,999999
instances\experiment\map3_18_55.txt,999999,999999,999999
instances\experiment\map3_18_56.txt,999999,999999,999999
instances\experiment\map3_18_57.txt,999999,999999,999999
instances\experiment\map3_18_58.txt,702,508,0.0603272
instances\experiment\map3_18_59.txt,999999,999999,999999
instances\experiment\map3_18_6.txt,999999,999999,999999
instances\experiment\map3_18_60.txt,738,542,0.0462225
instances\experiment\map3_18_61.txt,756,556,0.0357372
instances\experiment\map3_18_62.txt,999999,999999,999999
instances\experiment\map3_18_63.txt,999999,999999,999999
instances\experiment\map3_18_64.txt,999999,999999,999999
instances\experiment\map3_18_65.txt,999999,999999,999999
instances\experiment\map3_18_66.txt,999999,999999,999999
instances\experiment\map3_18_67.txt,999999,999999,999999
instances\experiment\map3_18_68.txt,999999,999999,999999
instances\experiment\map3_18_69.txt,999999,999999,999999
instances\experiment\map3_18_7.txt,999999,999999,999999
instances\experiment\map3_18_70.txt,900,570,0.0337612
instances\experiment\map3_18_71.txt,774,608,0.0303859
instances\experiment\map3_18_72.txt,918,560,0.0715368
instances\experiment\map3_18_73.txt,774,526,0.0303255
instances\experiment\map3_18_74.txt,999999,999999,999999
instances\experiment\map3_18_75.txt,999999,999999,999999
instances\experiment\map3_18_76.txt,999999,999999,999999
instances\experiment\map3_18_77.txt,999999,999999,999999
instances\experiment\map3_18_78.txt,999999,999999,999999
instances\experiment\map3_18_79.txt,999999,999999,999999
instances\experiment\map3_18_8.txt,999999,999999,999999
instances\experiment\map3_18_80.txt,999999,999999,999999
instances\experiment\map3_18_81.txt,999999,999999,999999
instances\experiment\map3_18_82.txt,882,574,0.1105408
instances\experiment\map3_18_83.txt,999999,999999,999999
instances\experiment\map3_18_84.txt,900,554,0.1180547
instances\experiment\map3_18_85.txt,999999,999999,999999
instances\experiment\map3_18_86.txt,999999,999999,999999
instances\experiment\map3_18_87.txt,999999,999999,999999
instances\experiment\map3_18_88.txt,999999,999999,999999
instances\experiment\map3_18_89.txt,999999,999999,999999
instances\experiment\map3_18_9.txt,999999,999999,999999
instances\experiment\map3_18_90.txt,999999,999999,999999
instances\experiment\map3_18_91.txt,999999,999999,999999
instances\experiment\map3_18_92.txt,999999,999999,999999
instances\experiment\map3_18_93.txt,999999,999999,999999
instances\experiment\map3_18_94.txt,999999,999999,999999
instances\experiment\map3_18_95.txt,792,528,0.046999
instances\experiment\map3_18_96.txt,999999,999999,999999
instances\experiment\map3_18_97.txt,999999,999999,999999
instances\experiment\map3_18_98.txt,999999,999999,999999
instances\experiment\map3_18_99.txt,612,490,0.0519755
instances\experiment\map3_6_0.txt,174,157,0.0049621
instances\experiment\map3_6_1.txt,168,156,0.004442
instances\experiment\map3_6_10.txt,174,162,0.0137834
instances\experiment\map3_6_100.txt,168,159,0.0073771
instances\experiment\map3_6_101.txt,174,160,0.0041709
instances\experiment\map3_6_102.txt,174,162,0.00631
instances\experiment\map3_6_103.txt,174,162,0.0048718
instances\experiment\map3_6_104.txt,618,285,0.0102857
instances\experiment\map3_6_105.txt,180,161,0.0065917
instances\experiment\map3_6_106.txt,174,160,0.005905
instances\experiment\map3_6_107.txt,168,156,0.0050115
