map_id,trip durations,trip lengths,runtime[s],duration/len(a*)
instances\experiment2_prio\map1_10_1262.txt,237,232,0.1154446,1.0-1.0-1.0-1.0-1.0-1.1363636363636365-1.12-1.0-1.0-1.1363636363636365
instances\experiment2_prio\map1_10_1263.txt,233,230,0.1368368,1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0454545454545454-1.1071428571428572
instances\experiment2_prio\map1_10_1264.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1265.txt,239,236,0.0320121,1.0-1.0-1.0-1.0-1.0-1.0434782608695652-1.04-1.0434782608695652-1.0-1.0
instances\experiment2_prio\map1_10_1266.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1267.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1268.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1269.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1270.txt,236,232,0.1737455,1.0-1.0384615384615385-1.0-1.0-1.0-1.0-1.0434782608695652-1.0909090909090908-1.0-1.0454545454545454
instances\experiment2_prio\map1_10_1271.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1272.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1273.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1274.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1275.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1276.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1277.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1278.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1279.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1280.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1281.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1282.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1283.txt,230,227,0.1227907,1.0-1.0454545454545454-1.0-1.0-1.0-1.0476190476190477-1.0-1.0434782608695652-1.25-1.0
instances\experiment2_prio\map1_10_1284.txt,234,232,0.1032597,1.0-1.0-1.0-1.0-1.0-1.0909090909090908-1.0-1.0909090909090908-1.0769230769230769-1.0909090909090908
instances\experiment2_prio\map1_10_1285.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1286.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1287.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1288.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1289.txt,233,232,0.0410601,1.0-1.0-1.0-1.0-1.0909090909090908-1.0-1.0-1.0-1.12-1.0
instances\experiment2_prio\map1_10_1290.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1291.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1292.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1293.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1294.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1295.txt,999999,999999,999999,999999
